task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
89	3b/0346d5	1032259	run_proteinprophet (7)	COMPLETED	0	2022-07-11 08:55:00.095	7.8s	4.5s	101.3%	45 MB	129.2 MB	56.7 MB	4.2 MB
92	50/4a4d32	1033020	run_proteinprophet (10)	COMPLETED	0	2022-07-11 08:55:00.678	7.3s	4.6s	101.2%	43 MB	128.5 MB	53.9 MB	3.9 MB
94	42/a87a88	1033974	run_proteinprophet (12)	COMPLETED	0	2022-07-11 08:55:01.527	6.6s	4.2s	101.4%	43.3 MB	128.8 MB	53.9 MB	4 MB
93	5b/8a6226	1033915	run_proteinprophet (11)	COMPLETED	0	2022-07-11 08:55:01.377	6.8s	4.5s	101.3%	43.5 MB	128.7 MB	54.7 MB	3.9 MB
90	ab/42021e	1032428	run_proteinprophet (8)	COMPLETED	0	2022-07-11 08:55:00.155	8.1s	5.2s	101.4%	44.5 MB	129.1 MB	55.7 MB	4.1 MB
95	52/4d49db	1038277	run_proteinprophet (13)	COMPLETED	0	2022-07-11 08:55:07.551	6.1s	4.4s	101.5%	45.1 MB	129.2 MB	56.8 MB	4.2 MB
100	65/976be9	1038644	run_proteinprophet (18)	COMPLETED	0	2022-07-11 08:55:08.309	5.7s	4.1s	101.7%	43.4 MB	128.7 MB	54.8 MB	3.9 MB
96	ac/ba2827	1038405	run_proteinprophet (14)	COMPLETED	0	2022-07-11 08:55:07.863	6.6s	4.9s	101.1%	44.2 MB	129 MB	55.6 MB	4 MB
99	05/5d5882	1038579	run_proteinprophet (17)	COMPLETED	0	2022-07-11 08:55:08.193	6.7s	4.7s	101.3%	43.3 MB	128.6 MB	54.4 MB	3.8 MB
98	d3/c108a5	1038516	run_proteinprophet (16)	COMPLETED	0	2022-07-11 08:55:08.084	6.8s	4.8s	101.7%	43.8 MB	128.7 MB	55.2 MB	4.1 MB
97	f3/11b01f	1038460	run_proteinprophet (15)	COMPLETED	0	2022-07-11 08:55:07.980	7s	5.3s	101.3%	43.9 MB	129.4 MB	54.1 MB	4.6 MB
101	2f/d16d21	1042027	run_proteinprophet (19)	COMPLETED	0	2022-07-11 08:55:13.685	5.8s	4.6s	101.8%	45 MB	129.1 MB	56.8 MB	4.3 MB
102	5d/90d44f	1042247	run_proteinprophet (20)	COMPLETED	0	2022-07-11 08:55:13.965	6.5s	4.9s	101.4%	44.1 MB	128.9 MB	55.3 MB	3.9 MB
104	4a/afe549	1042900	run_proteinprophet (22)	COMPLETED	0	2022-07-11 08:55:14.848	5.6s	4.3s	101.5%	43.2 MB	128.9 MB	53.9 MB	4.2 MB
103	db/d5d80c	1042623	run_proteinprophet (21)	COMPLETED	0	2022-07-11 08:55:14.417	6.4s	4.8s	101.1%	44 MB	128.7 MB	55.4 MB	3.9 MB
105	71/e05719	1042909	run_stpeter (1)	COMPLETED	0	2022-07-11 08:55:14.865	8.4s	6.9s	99.5%	19.6 MB	28.4 MB	416.8 MB	8.3 MB
79	5d/31b3b7	1022352	run_peptideprophet (24)	COMPLETED	0	2022-07-11 08:54:48.604	35.9s	34.8s	101.7%	120.7 MB	313.2 MB	539.5 MB	136.8 MB
75	8d/b32775	1024680	run_peptideprophet (20)	COMPLETED	0	2022-07-11 08:54:51.869	35.6s	34.4s	101.7%	120.8 MB	315.2 MB	530.4 MB	134.2 MB
107	df/443485	1045879	run_stpeter (3)	COMPLETED	0	2022-07-11 08:55:19.506	8.4s	7.4s	95.9%	19.5 MB	28.3 MB	423.6 MB	8.4 MB
62	cf/1ae044	1023227	run_peptideprophet (7)	COMPLETED	0	2022-07-11 08:54:50.386	37.7s	36.6s	99.0%	120.7 MB	262.2 MB	539.2 MB	136.8 MB
109	ad/701813	1046395	run_stpeter (5)	COMPLETED	0	2022-07-11 08:55:20.490	8.1s	6.7s	100.4%	19.5 MB	28.3 MB	410.9 MB	8.3 MB
82	e0/c0e5e3	1025041	run_peptideprophet (27)	COMPLETED	0	2022-07-11 08:54:52.596	37.4s	35.5s	101.4%	120.7 MB	314 MB	537.5 MB	136.1 MB
106	45/b6a199	1042996	run_stpeter (2)	COMPLETED	0	2022-07-11 08:55:14.988	15.2s	13.4s	52.9%	19.8 MB	28.5 MB	408 MB	8.9 MB
110	19/21e6d8	1046691	run_stpeter (6)	COMPLETED	0	2022-07-11 08:55:20.870	9.5s	7.9s	95.5%	20.2 MB	28.9 MB	427.7 MB	10.1 MB
74	c2/1e7fe0	1025514	run_peptideprophet (19)	COMPLETED	0	2022-07-11 08:54:52.987	37.7s	35.7s	101.8%	120.8 MB	262.8 MB	551.8 MB	139.5 MB
127	2c/ab680b	1048818	convert_stpeter (1)	COMPLETED	0	2022-07-11 08:55:24.320	7s	5.7s	148.8%	214.8 MB	6.4 GB	47.1 MB	34.8 MB
111	90/b59182	1048347	run_stpeter (7)	COMPLETED	0	2022-07-11 08:55:23.313	8.2s	6.9s	100.1%	19.2 MB	28.1 MB	420.4 MB	8.1 MB
112	be/cb82d9	1048972	run_stpeter (8)	COMPLETED	0	2022-07-11 08:55:24.492	8.6s	7.5s	99.7%	20.1 MB	28.9 MB	436.9 MB	8.8 MB
108	0c/11da00	1046383	run_stpeter (4)	COMPLETED	0	2022-07-11 08:55:20.471	15.8s	14.5s	52.0%	19.4 MB	28.2 MB	433.4 MB	8.5 MB
114	aa/c019b3	1051462	run_stpeter (10)	COMPLETED	0	2022-07-11 08:55:27.913	8.8s	7.7s	90.2%	19.7 MB	28.4 MB	399.7 MB	8.4 MB
115	08/d8d5cd	1051588	run_stpeter (11)	COMPLETED	0	2022-07-11 08:55:28.101	9.1s	7.7s	93.8%	19.2 MB	28.2 MB	417.9 MB	8.1 MB
113	aa/71fa37	1051041	run_stpeter (9)	COMPLETED	0	2022-07-11 08:55:27.463	10.4s	9s	76.2%	19.6 MB	28.3 MB	409 MB	8.1 MB
130	3a/e79368	1054250	convert_stpeter (2)	COMPLETED	0	2022-07-11 08:55:31.351	6.9s	5.7s	133.6%	211.3 MB	6.4 GB	46.9 MB	34.6 MB
117	b8/edbfe9	1053037	run_stpeter (13)	COMPLETED	0	2022-07-11 08:55:30.007	8.9s	7.3s	100.9%	19.9 MB	28.8 MB	439.5 MB	8.8 MB
116	17/becddf	1052070	run_stpeter (12)	COMPLETED	0	2022-07-11 08:55:28.599	10.4s	9s	83.7%	19.7 MB	28.4 MB	439.8 MB	8.7 MB
118	92/7e3863	1053179	run_stpeter (14)	COMPLETED	0	2022-07-11 08:55:30.230	8.9s	7.1s	101.3%	19.6 MB	28.4 MB	425.4 MB	8.3 MB
119	23/c92e89	1053319	run_stpeter (15)	COMPLETED	0	2022-07-11 08:55:30.366	9.4s	7.7s	93.9%	19.5 MB	28.3 MB	430.2 MB	8.4 MB
120	6f/5e7d7d	1053745	run_stpeter (16)	COMPLETED	0	2022-07-11 08:55:30.707	9.7s	7.6s	92.3%	19.4 MB	28.3 MB	416.6 MB	8.1 MB
122	2d/167067	1055957	run_stpeter (18)	COMPLETED	0	2022-07-11 08:55:33.124	8.3s	7.3s	101.2%	19.9 MB	28.6 MB	422.8 MB	9.8 MB
121	dd/dabcd2	1054379	run_stpeter (17)	COMPLETED	0	2022-07-11 08:55:31.500	10.4s	9.1s	80.4%	19.3 MB	28.4 MB	429.4 MB	8.7 MB
