task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
64	0c/1d2a56	3077076	run_peptideprophet (9)	COMPLETED	0	2022-07-11 11:50:15.967	33.4s	31.9s	82.0%	120.8 MB	215.1 MB	537.5 MB	136.1 MB
65	4d/d256f2	3077126	run_peptideprophet (10)	COMPLETED	0	2022-07-11 11:50:16.036	34.5s	32.8s	84.8%	120.8 MB	262.3 MB	539.6 MB	136.8 MB
69	9a/57670a	3077142	run_peptideprophet (14)	COMPLETED	0	2022-07-11 11:50:16.042	34.8s	32.8s	84.8%	121 MB	263 MB	559.4 MB	141.6 MB
78	b4/082152	3077104	run_peptideprophet (23)	COMPLETED	0	2022-07-11 11:50:16.019	35.1s	33.1s	84.1%	120.9 MB	262.2 MB	539.2 MB	136.8 MB
71	61/0a6cde	3077090	run_peptideprophet (16)	COMPLETED	0	2022-07-11 11:50:16.002	35.3s	33.5s	84.1%	121 MB	262.8 MB	551.8 MB	139.5 MB
68	50/5ff49d	3077158	run_peptideprophet (13)	COMPLETED	0	2022-07-11 11:50:16.048	35.3s	32.8s	84.8%	121.1 MB	262.4 MB	560.5 MB	141.7 MB
60	94/478cd9	3077099	run_peptideprophet (5)	COMPLETED	0	2022-07-11 11:50:16.012	35.6s	33.2s	84.2%	120.8 MB	262.5 MB	548.5 MB	139.2 MB
76	0e/24c33b	3088313	run_peptideprophet (21)	COMPLETED	0	2022-07-11 11:50:49.395	29.8s	28.7s	82.8%	121.1 MB	241.6 MB	555.7 MB	140.4 MB
61	82/e10ce9	3089118	run_peptideprophet (6)	COMPLETED	0	2022-07-11 11:50:50.553	32.3s	30.3s	84.2%	121.1 MB	223.5 MB	545.6 MB	138.3 MB
66	92/196ff2	3089408	run_peptideprophet (11)	COMPLETED	0	2022-07-11 11:50:50.864	32s	30.4s	84.1%	120.9 MB	241 MB	540.8 MB	137 MB
57	cd/71382c	3089617	run_peptideprophet (2)	COMPLETED	0	2022-07-11 11:50:51.291	32s	30.3s	83.1%	121.1 MB	241.4 MB	555.8 MB	140.4 MB
74	c7/f6859d	3089543	run_peptideprophet (19)	COMPLETED	0	2022-07-11 11:50:51.156	32.4s	30.7s	84.5%	120.9 MB	223.3 MB	542.7 MB	137.5 MB
58	7a/71cc64	3089709	run_peptideprophet (3)	COMPLETED	0	2022-07-11 11:50:51.412	32.3s	30.4s	85.0%	121.1 MB	223.2 MB	545 MB	138.1 MB
62	c9/fb5750	3089902	run_peptideprophet (7)	COMPLETED	0	2022-07-11 11:50:51.605	32.2s	30.6s	84.6%	121.1 MB	241.6 MB	554.9 MB	140.6 MB
80	85/43eafa	3099842	run_peptideprophet (25)	COMPLETED	0	2022-07-11 11:51:19.198	30.8s	29.7s	84.1%	120.8 MB	315.2 MB	530.4 MB	134.2 MB
67	a7/62f301	3101460	run_peptideprophet (12)	COMPLETED	0	2022-07-11 11:51:23.296	32.9s	31.2s	84.6%	121 MB	214.1 MB	539.5 MB	136.8 MB
73	64/47bcf0	3101019	run_peptideprophet (18)	COMPLETED	0	2022-07-11 11:51:22.883	33.3s	31.3s	84.6%	120.9 MB	216.3 MB	547.2 MB	138.7 MB
81	6a/76b2a7	3101630	run_peptideprophet (26)	COMPLETED	0	2022-07-11 11:51:23.595	33s	31.1s	83.7%	120.9 MB	223.3 MB	545.3 MB	138.1 MB
70	b2/b6eed4	3101811	run_peptideprophet (15)	COMPLETED	0	2022-07-11 11:51:23.805	32.9s	31.2s	85.2%	121 MB	214.8 MB	553.4 MB	140 MB
77	e6/84e243	3101688	run_peptideprophet (22)	COMPLETED	0	2022-07-11 11:51:23.695	33.1s	31.2s	83.5%	120.9 MB	241.3 MB	539.5 MB	136.7 MB
79	57/84b4c6	3101033	run_peptideprophet (24)	COMPLETED	0	2022-07-11 11:51:22.894	34s	32s	84.5%	121 MB	165.7 MB	557.4 MB	141.2 MB
83	bb/0e71a5	3113589	run_proteinprophet (1)	COMPLETED	0	2022-07-11 11:51:56.932	5.9s	4.5s	82.4%	44.4 MB	129.1 MB	55.2 MB	4.2 MB
84	35/e4361e	3116893	run_proteinprophet (2)	COMPLETED	0	2022-07-11 11:52:02.885	5.6s	4.6s	79.6%	44.5 MB	129.1 MB	55.7 MB	4.1 MB
85	09/50967e	3119430	run_proteinprophet (3)	COMPLETED	0	2022-07-11 11:52:08.476	4.9s	3.9s	81.0%	43.9 MB	128.9 MB	55.4 MB	3.9 MB
86	0f/e792bb	3121731	run_proteinprophet (4)	COMPLETED	0	2022-07-11 11:52:13.414	5.8s	4.8s	78.3%	45 MB	129.3 MB	56.4 MB	4.3 MB
75	44/fb4457	3111387	run_peptideprophet (20)	COMPLETED	0	2022-07-11 11:51:49.967	30.1s	28.8s	82.5%	121 MB	312.8 MB	553.6 MB	140.1 MB
87	fc/b05932	3123137	run_proteinprophet (5)	COMPLETED	0	2022-07-11 11:52:19.255	4.9s	3.8s	79.0%	42.9 MB	128.6 MB	53.7 MB	4 MB
